name,bigtype,material,description,url
부추전,"한식, 반찬",부추,"1. 부추를 깨끗하게 씻고 물기를 털어낸 뒤, 부추를 5cm 정도의 작은 조각으로 자릅니다.
2. 볼에 밀가루와 물을 넣고 골고루 섞어 반죽을 만듭니다.
3. 계란을 하나 깨서 반죽에 넣고 섞고, 소금과 후추를 추가하여 간을 합니다. 
4. 팬에 식용유를 두르고 중불로 예열합니다.
5. 예열된 팬에 부추전 반죽을 부어줍니다.
6. 한쪽 면이 골드 브라운 색깔이 될 때까지 조리하고, 뒤집어 반대 면도 노릇하게 익혀 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/부추전/main.jpeg
두부전,"한식, 반찬",두부,"1. 두부를 깨끗하게 씻고 물기를 털어낸 뒤, 두부를 작은 조각으로 자릅니다.
2. 볼에 밀가루와 물을 넣고 골고루 섞어 반죽을 만듭니다.
3. 계란을 하나 깨서 반죽에 넣고 섞고 소금과 후추를 추가하여 간을 합니다. 
4. 팬에 식용유를 두르고 중불로 예열합니다.
5. 예열된 팬에 두부전 반죽을 부어줍니다.
6. 한쪽 면이 노릇노릇한 색깔이 될 때까지 조리하고, 뒤집어 반대 면도 노릇하게 익혀 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/두부전/main.jpeg
오징어전,"한식, 반찬",오징어,"1. 오징어를 깨끗하게 씻고 필요한 부분을 잘라내어 작은 조각으로 자릅니다.
2. 볼에 밀가루와 물을 넣고 골고루 섞어 반죽을 만듭니다.
3. 계란을 하나 깨서 반죽에 넣고 섞고 소금과 후추로 간을 합니다.
4. 팬에 식용유를 두르고 중불로 예열합니다.
5. 예열된 팬에 오징어전 반죽을 붓고 가운데서부터 시작하여 팬에 골고루 퍼지도록 해주세요.
6. 한쪽 면이 노릇한 색깔이 될 때까지 조리하고, 뒤집어 반대 면도 노릇하게 익힙니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/오징어전/main.jpeg
버섯야채전,"한식, 반찬","버섯, 채소","1. 버섯을 깨끗하게 씻고 물기를 제거한 후 얇게 슬라이스합니다.
2. 볼에 밀가루, 계란, 물, 다진 양파, 다진 대파, 소금, 후추를 넣고 골고루 섞어 부드러운 반죽을 만듭니다.
3. 팬에 식용유를 두르고 중불로 예열합니다.
4. 예열된 팬에 버섯과 반죽을 한 국자씩 떠서 부어줍니다.
5. 양면이 골드 브라운 색깔로 익을 때까지 조리하고, 다른 면도 노릇하게 익혀 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/버섯야채전/main.jpeg
배추전,"한식, 반찬",배추,"1. 배추를 깨끗하게 씻고 물기를 털어낸 후 얇게 채 썰어줍니다.
2. 볼에 밀가루, 물, 계란, 다진 대파, 다진 마늘, 소금, 후추를 넣고 골고루 섞어 부드러운 반죽을 만듭니다.
3. 팬에 식용유를 두르고 중불로 예열합니다.
4. 예열된 팬에 배추전 반죽을 부어줍니다.
5. 양면이 노릇한 색깔로 익을 때까지 조리하고, 다른 면도 노릇하게 익힙니다.
6. 배추전이 익으면 접시에 담아 내놓습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/배추전/main.jpeg
동태전,"한식, 반찬",동태,"1. 동태를 깨끗하게 씻고 필요한 부분을 제거한 후 먹기 좋은 크기로 자릅니다.
2. 볼에 밀가루, 계란, 다진 대파, 다진 마늘, 소금, 후추를 넣고 골고루 섞어 부드러운 반죽을 만듭니다.
3. 팬에 식용유를 두르고 중불로 예열합니다.
4. 예열된 팬에 동태전 반죽을 가운데서부터 부어 팬에 골고루 퍼지도록 해주세요.
5. 양면이 노란 색깔로 익을 때까지 조리하고, 다른 면도 노릇하게 익힙니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/동태전/main.jpeg
꼬지전,"한식, 반찬",꼬지,"1. 꼬지를 깨끗하게 씻고 물기를 털어낸 후 먹기 좋은 크기로 자릅니다.
2. 볼에 밀가루, 계란, 다진 대파, 다진 마늘, 소금, 후추를 넣고 골고루 섞어 부드러운 반죽을 만듭니다.
3. 팬에 식용유를 두르고 중불로 예열합니다.
4. 예열된 팬에 꼬지전 반죽을 가운데서부터 부어 팬에 골고루 퍼지도록 해주세요.
5. 양면이 골드 브라운 색깔로 익을 때까지 조리하고, 다른 면도 노릇하게 익혀 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/꼬지전/main.jpeg
소세지전,"한식, 반찬",돼지고기,"1. 소세지를 가로로 반으로 자릅니다.
2. 볼에 밀가루, 계란, 물을 넣고 골고루 섞어 부드러운 반죽을 만듭니다.
3. 팬에 식용유를 두르고 중불로 예열합니다.
4. 예열된 팬에 소세지를 넣고 앞뒤로 익힙니다.
5. 소세지가 노릇하게 익으면 소세지를 팬에서 빼내고 식지 않도록 따뜻한 곳에 보관합니다.
6. 팬에 다시 식용유를 두르고 중불에서 예열합니다.
7. 예열된 팬에 밀가루 반죽을 부어 소세지를 튀기듯이 익혀줍니다.
8. 소세지전이 익으면 접시에 담아 파슬리를 뿌려 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/소세지전/main.jpeg
고추장떡,"한식, 반찬",고추,"1. 떡을 물에 불려서 부드럽게 만든 뒤, 물기를 제거하고 물기를 털어내주세요.
2. 볼에 고추장, 설탕, 간장을 넣고 골고루 섞어 고추장 소스를 만듭니다.
3. 떡을 고추장 소스에 넣고 잘 묻도록 골고루 섞어주세요.
4. 팬에 식용유를 두르고 중불로 예열합니다.
5. 예열된 팬에 고추장 소스가 묻은 떡을 넣고 중약불에서 고추장 소스와 잘 섞이고 고소한 향이 나도록 볶아 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/고추장떡/main.jpeg
깻잎전,"한식, 반찬",깻잎,"1. 깻잎을 깨끗하게 씻고 물기를 털어냅니다.
2. 볼에 밀가루, 계란, 다진 대파, 다진 마늘, 소금을 넣고 골고루 섞어 부드러운 반죽을 만듭니다.
3. 팬에 식용유를 두르고 중불로 예열합니다.
4. 깻잎 한 장을 반으로 접어서 그 위에 밀가루 반죽을 얇게 바릅니다.
5. 예열된 팬에 밀가루를 바른 깻잎을 넣고 앞뒤로 익힙니다. 
6. 깻잎전이 익으면 접시에 담아서 맛있게 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/깻잎전/main.jpeg
베이컨팽이버섯말이,"한식, 반찬","베이컨, 버섯","1. 팽이버섯을 깨끗이 씻고 물기를 털어낸 후 중앙 부분을 살짝 눌러서 평평하게 만들어줍니다.
2. 베이컨을 한 조각씩 팽이버섯의 중앙에 감싸줍니다.
3. 팬을 예열하고 중간 불로 가열한 후, 식용유를 조금 두르고 베이컨 팽이버섯을 팬에 올려줍니다.
4. 팽이버섯이 노릇하게 볶아질 때까지 조리하며 중앙 부분이 익도록 합니다.
5. 소금과 후추로 간을 조절한 후, 접시에 담아 내놓습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/베이컨팽이버섯말이/main.jpeg
맛살하트전,"한식, 반찬",대게,"1. 맛살을 물에 담가서 잘 풀어줍니다.
2. 볼에 맛살, 계란, 다진 파슬리 또는 다진 대파 (선택사항), 소금, 후추를 넣고 골고루 섞어주세요.
3. 팬에 식용유를 두르고 중불로 예열합니다.
4. 예열된 팬에 맛살 혼합물을 덩어리 모양으로 올려줍니다. 
5. 하나씩 뒤집어서 양면이 골드 브라운 색깔로 익을 때까지 조리합니다.
6. 익은 맛살 하트전을 접시에 담아 내놓습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/맛살하트전/main.jpeg
참치마요,"한식, 반찬",참치,"1. 참치 캔을 물기를 털어내고, 그릇에 넣어주세요.
2. 참치에 마요네즈를 넣고 골고루 섞어줍니다.
3. 다진 양파와 다진 피클을 추가하여 골고루 섞어줍니다.
4. 소금과 후추로 간을 조절하고, 빵이나 크래커에 발라 먹거나 샌드위치 속으로 활용할 수 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/참치마요/main.jpeg
라면,"한식, 분식",라면,"1. 냄비에 물을 적당한 양(일반적으로 500ml 이상)을 붓고 중불로 끓입니다.
2. 물이 끓을 때 라면 면을 냄비에 넣어줍니다. 면이 물 위에 떠오를 때까지 저어주면서 3~5분 정도 끓여줍니다.
3. 라면 면이 익으면 불을 끄고, 라면 스프 봉지를 물에 넣어 스프를 용해줍니다.
4. 라면 스프를 용해한 후, 라면을 그릇에 담아 드십니다.
5. 라면을 개인의 취향에 따라 다양한 고명(양념재료)과 함께 즐길 수 있습니다. ",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/라면/main.jpeg
주먹밥,분식,쌀,"1. 밥을 넣을 큰 볼에 밥을 넣고 약간의 소금과 김밥용 소금을 넣고 골고루 섞어주세요(밥이 약간 식을 때까지 식힙니다).
2. 김밥 김을 깔고 밥을 얇게 펴서 김 위에 올리고, 밥을 양쪽에 고루 펴줍니다.
3. 달걀을 푼 후 팬에 기름을 두르고 얇게 부친 후 밥 위에 달걀을 넣어주세요.
4. 필요하다면 다진 당근, 다진 오이, 단무지 등을 밥 위에 올려주세요.
5. 밥을 꾹 눌러서 원하는 모양(일반적으로 사각형 또는 삼각형)으로 주먹밥을 만들어주세요.
6. 주먹밥을 김으로 감싸면서 김의 끝 부분을 살짝 찍어주면 김이 붙도록 도와줍니다.
7. 주먹밥을 여러 조각으로 잘라서 접시에 담아 내놓습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/주먹밥/main.jpeg
유부초밥,분식,쌀,"1. 밥을 넣을 큰 볼에 쌀밥을 넣고 초밥 샤리를 조금씩 넣어가며 골고루 섞어주세요. 
2. 유부를 김밥 매트 위에 하나씩 펴서 놓고, 식힌 밥을 유부 위에 얇게 펴서 올려주세요.
3. 유부에 밥을 얹은 후 중앙에 초밥 재료를 원하는 대로 올려주세요.
4. 유부를 밀착하여 롤 형태로 만들어주세요.
5. 만들어진 유부초밥을 식용 고리로 고정시켜주면 모양을 잘 유지할 수 있습니다.
6. 필요하다면 초밥 재료 위에 간장 혹은 와사비를 바를 수 있습니다.
7. 유부초밥을 작게 자르거나 그대로 접시에 담아 내놓습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/유부초밥/main.jpeg
김밥,분식,쌀,"1. 밥을 넣을 큰 볼에 쌀밥을 넣고 김밥용 소금을 넣고 골고루 섞어주세요.
2. 달걀을 푼 후 팬에 기름을 두르고 얇게 부친 후 잘게 썰어주세요.
3. 팬에 식용유를 두르고 당근, 오이, 닭가슴살 (또는 햄, 소시지) 등을 볶아주세요.
4. 김밥 김을 깔고 밥을 얇게 펴서 김 위에 밥을 고르게 펴주세요.
5. 밥 위에 재료를 일정하게 올린 후, 참기름을 조금 뿌려주세요.
6. 김밥을 김으로 감싸면서 김의 끝 부분을 살짝 찍어주면 김이 붙도록 도와줍니다.
7. 만들어진 김밥을 김밥용 소금을 뿌려주고, 필요하다면 다진 단무지를 넣어줄 수 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/김밥/main.jpeg
꼬마김밥,분식,쌀,"1. 김밥 김을 깔고 밥을 얇게 펴서 김 위에 밥을 고르게 펴주세요.
2. 달걀을 푼 후 팬에 기름을 두르고 얇게 부친 후 잘게 썰어주세요.
3. 팬에 식용유를 두르고 당근, 오이, 닭가슴살 (또는 햄, 소시지) 등을 볶아주세요.
4. 밥 위에 재료를 일정하게 올린 후, 참기름을 조금 뿌려주세요.
5. 김밥을 김으로 감싸면서 김의 끝 부분을 살짝 찍어주면 김이 붙도록 도와줍니다.
6. 만들어진 꼬마김밥을 김밥용 소금을 뿌려주고, 필요하다면 다진 단무지를 넣어줄 수 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/꼬마김밥/main.jpeg
떡볶이,분식,떡,"1. 떡볶이 떡은 물에 30분간 불려 충분히 촉촉하게 만든다.
2. 별도의 그릇에서 고추장, 간장, 설탕, 다진 마늘 등으로 양념장을 만든다.
3. 팬에 기름을 두르고 양파와 양배추를 중불에서 볶는다.
4. 야채가 반쯤 익었을 때, 불린 떡과 양념장을 넣고 잘 섞어준다.
5. 약불에서 계속해서 볶아 양념이 잘 배게 하며 완성한다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/떡볶이/main.jpeg
라볶이,분식,"라면, 떡","1. 양파와 대파를 얇게 채썰고, 어묵은 한입 크기로 자르세요.
2. 팬에 식용유를 두르고 양파와 대파를 볶아주세요.
3. 물을 붓고 고추장, 고춧가루, 설탕, 간장, 참기름, 그리고 물엿을 넣어 양념을 만들어주세요.
4. 떡과 어묵을 팬에 넣고 양념과 함께 떡이 부드러워질 때까지 볶아줍니다.
5. 라볶이가 끝나는 직전에 김가루를 넣고 섞어 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/라볶이/main.jpeg
궁중떡볶이,분식,떡,"1. 양파와 대파, 청양고추(선호에 따라)를 얇게 채썰고, 어묵은 한입 크기로 자르세요.
2. 팬에 식용유를 두르고 양파와 대파를 볶아주세요.
3. 물을 붓고 고추장, 고춧가루, 설탕, 간장, 참기름을 넣어 양념을 만들어주세요. 
4. 떡과 어묵을 팬에 넣고 양념과 함께 떡이 부드러워질 때까지 조리해줍니다.
5. 궁중떡볶이가 끝나는 직전에 김가루를 넣고 섞어주세요.
6. 접시에 넣고 마지막으로 김가루를 위에 뿌려 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/궁중떡볶이/main.jpeg
기름떡볶이,분식,떡,"1. 양파와 대파를 얇게 채썰고, 어묵은 한입 크기로 자르세요.
2. 팬에 식용유를 두르고 양파와 대파를 볶아주세요.
3. 물을 붓고 고추장, 고춧가루, 설탕, 간장, 참기름을 넣어 양념을 만들어주세요.
4. 떡과 어묵을 팬에 넣고 양념과 함께 볶아주세요. 떡이 부드러워질 때까지 조리해줍니다.
5. 기름떡볶이의 조리가 끝나는 직전에 김가루를 넣고 섞어 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/기름떡볶이/main.jpeg
떡꼬치,분식,떡,"1. 떡과 소시지를 준비하고, 떡은 적당한 크기로 자르거나 먹기 좋은 크기로 자릅니다.
2. 자른 떡과 소시지를 번갈아 꿰어 나무꼬치에 떡, 소시지, 떡, 소시지 순서로 뀁니다.
3. 꿴 떡꼬치를 바베큐 그릴, 오븐, 전자레인지, 혹은 후라이팬에서 조리합니다.
4. 조리가 끝나면 떡꼬치 위에 소스를 뿌려서 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/떡꼬치/main.jpeg
소떡소떡,분식,떡,"1. 떡과 소시지를 준비하고, 떡은 적당한 크기로 자르거나 먹기 좋은 크기로 자릅니다.
2. 자른 떡과 소시지를 번갈아 꿰어 나무꼬치에 떡, 소시지, 떡, 소시지 순서로 뀁니다.
3. 꿴 떡꼬치를 바베큐 그릴, 오븐, 전자레인지, 혹은 후라이팬에서 조리합니다.
4. 조리가 끝나면 떡꼬치 위에 소스를 뿌려서 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/소떡소떡/main.jpeg
샌드위치,분식,"채소, 빵","1. 원하는 종류의 식빵 또는 베이글 2조각을 준비합니다.
2. 참치 캔이나 다른 대체 고기류를 끓인 후 양념하여 준비합니다(참치 사용시, 물기를 제거하고 마요네즈나 머스타드, 소금, 후추 등을 넣어 양념하여 주세요).
3. 상추나 양상추, 토마토, 양파 등을 씻어서 적당한 크기로 썰어주세요.
4. 한 조각의 식빵 또는 베이글 위에 양념한 고기류를 올리고, 그 위에 상추, 토마토, 양파 등을 적당히 올립니다.
5. 다른 조각의 식빵 또는 베이글을 위에 덮어 샌드위치를 완성합니다.
6. 만약 식빵을 사용한다면, 필요한 경우 가운데를 칼로 잘라 샌드위치를 두 조각으로 나눕니다.
7. 샌드위치를 냉장고에서 차게 식힌 후, 바로 먹거나 필요한 경우 포장하여 휴대할 수 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/샌드위치/main.jpeg
마늘빵,분식,"빵, 마늘","1. 마늘을 다져서 소금과 함께 섞은 후, 식물성 버터와 파슬리를 넣어 마늘 버터 소스를 만듭니다.
2. 식빵이나 베이글을 준비합니다.
3. 마늘 버터 소스를 녹인 후, 식빵 조각을 마늘 버터에 찍어 넣어 빵에 소스를 골고루 묻힙니다.
4. 마늘 버터 소스가 묻힌 빵을 180°C로 예열된 오븐에 넣어 5~7분 동안 구웁니다.
5. 마늘 버터 소스가 빵에 고루 흡수되도록 마늘빵을 꺼내서 잠시 식힌 후에 먹으면 됩니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/마늘빵/main.jpeg
토스트,분식,빵,"1. 식빵 2장 정도를 준비하고, 원하는 재료(치즈, 햄, 계란 등)를 소량 준비한다.
2. 팬에 버터를 녹인 후 식빵 한 장을 앞뒤로 굽는다.
3. 별도의 팬에서 계란을 스크램블 형태로 부친다.
4. 굽은 식빵 위에 치즈와 햄, 그리고 스크램블 계란을 올린다.
5. 다른 한 장의 식빵으로 덮어준 후 약한 불에서 양면을 다시 구워 완성한다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/토스트/main.jpeg
냉면,분식,면,"1. 메밀면 또는 소바면을 끓는 물에 삶고, 삶은 면은 찬물에 헹궈 식힙니다.
2. 다진 양파, 다진 대파, 다진 오이, 다진 생강, 다진 마늘을 사용하여 간장, 설탕, 식초, 물로 양념을 만들고 식힌 물과 섞어 냉면 육수를 만듭니다.
3. 물냉면을 먹을 그릇에 삶은 면을 담고, 냉면 육수를 부어주세요.
4. 곁들여 먹을 재료로 양파, 오이, 김치, 참깨, 양념고추 등을 넣고 마무리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/냉면/main.jpeg
잔치국수,분식,면,"1. 고기를 선택적으로 준비하고, 간장, 설탕, 다진 마늘, 후추를 섞어 고기를 재료에 맞게 양념하여 둡니다.
2. 냄비에 식용유를 두르고 다진 파, 다진 양파, 다진 마늘, 다진 대파를 볶아줍니다.
3. 볶은 양념재료에 물과 고기육수를 넣고 끓이고, 끓일 때 양념을 맞춰서 소금과 후추로 간을 합니다.
4. 끓는 물에 소면 또는 잔치국수면을 넣고 끓입니다. 
5. 면을 삶은 후 찬물에 헹궈 식힙니다.
6. 면을 그릇에 담고, 끓인 국물을 부어줍니다.
7. 고기를 양념하여 구워 냄비에 올려서 끓는 국수 위에 얹어줍니다.
8. 잔치국수에 고명과 곁들여 먹을 재료를 추가하여 개인의 취향에 맞게 조절합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/잔치국수/main.jpeg
비빔국수,분식,"김치, 면","1. 고기를 원하는 부위로 준비하고, 간장, 설탕, 다진 마늘, 후추를 섞어 고기를 재료에 맞게 양념하여 둡니다.
2. 냄비에 식용유를 두르고 다진 파, 다진 양파, 다진 마늘, 다진 대파를 볶아줍니다.
3. 볶은 양념재료에 양념소스 재료를 넣고 섞어줍니다.
4. 면을 끓는 물에 삶고, 삶은 면은 찬물에 헹궈 식힙니다.
5. 삶은 면을 그릇에 담고, 양념된 고기를 냄비에 올려서 볶습니다.
6. 볶은 고기를 면 위에 얹고, 채소와 함께 곁들여 먹을 재료를 추가하여 개인의 취향에 맞게 조절합니다.
7. 비빔국수에 양념소스를 부어주고, 잘 섞어 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/비빔국수/main.jpeg
열무국수,분식,"김치, 면","1. 고기를 준비하고, 간장, 설탕, 다진 마늘, 후추를 섞어 고기를 재료에 맞게 양념하여 둡니다. 
2. 냄비에 식용유를 두르고 다진 파, 다진 양파, 다진 마늘, 다진 대파를 볶아줍니다.
3. 볶은 양념재료에 양념소스 재료를 넣고 섞어줍니다.
4. 면을 끓는 물에 삶은 뒤, 찬물에 헹궈 식힙니다.
5. 삶은 면을 그릇에 담고, 양념된 고기를 냄비에 올려서 볶습니다.
6. 볶은 고기를 면 위에 얹고, 다진 열무를 곁들여 먹을 재료로 추가합니다.
7. 열무국수에 양념소스를 부어주고, 잘 섞어 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/열무국수/main.jpeg
콩국수,분식,"콩, 면","1. 면을 끓는 물에 삶고, 삶은 면은 찬물에 헹궈 식힙니다.
2. 삶은 면을 그릇에 담고, 콩국수 국물을 부어줍니다.
3. 콩국수 위에 적당한 양의 오이채를 올린 뒤, 얼음을 넣어 시원하게 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/콩국수/main.jpeg
수제비,분식,떡,"1. 밀가루를 대형 그릇에 넣고 중앙을 파서 물을 조금씩 넣으면서 점점 반죽을 만듭니다.
2. 반죽이 너무 건조하면 물을 더 추가하고, 너무 습하면 밀가루를 더 추가하여 탄력 있는 반죽을 만듭니다.
3. 반죽이 완성되면 반죽을 펴서 얇은 층으로 밀어 펴고, 칼이나 수제비 칼을 사용하여 작은 사각형 모양으로 자릅니다.
4. 끓는 물에 소금을 넣고 수제비를 넣어 삶고, 수제비가 떠오르면 2~3분 정도 더 삶은 후 그릇에 담아 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/수제비/main.jpeg
비빔만두,분식,만두,"1. 만두를 굽거나 삶아주세요.
2. 만두가 익으면 찬물에 헹궈 식힌 후 물기를 제거합니다.
3. 상추나 믹스 채소를 씻어서 먹기 좋은 크기로 썰어주세요.
4. 별도의 볼에 고추장, 간장, 설탕, 다진 마늘, 식초, 참기름을 섞어 비빔소스를 만듭니다.
5. 식초를 넣은 비빔소스를 상추와 믹스 채소에 넣고 고루 섞어주세요.
6. 그릇에 비빔소스가 고루 섞인 상추와 믹스 채소를 담고, 익힌 만두를 올립니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/비빔만두/main.jpeg
쫄면,분식,면,"1. 쫄면 면을 끓는 물에 데치듯이 삶고, 삶은 면은 찬물에 헹궈 식혀주세요.
2. 식혀진 쫄면을 그릇에 담고 참기름을 뿌려주세요.
3. 간장, 설탕, 다진 마늘, 참치액젓, 다진 파, 다진 고춧가루, 다진 겨자씨를 섞어서 간장소스를 만들고 쫄면에 고루 섞어주세요.
4. 채소 (당근, 오이, 상추 등)를 먹기 좋은 크기로 채 썰어 쫄면과 함께 담아주세요.
5. 마지막으로 쫄면 위에 고춧가루를 솔솔 뿌려 마무리합니다. ",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/쫄면/main.jpeg
칼국수,분식,면,"1. 바지락은 깨끗이 씻어 모래와 불순물을 제거합니다.
2. 대파의 흰 부분을 얇게 채 썰고, 칼국수 면을 미리 만들어주세요.
3. 냄비에 물을 끓이고 바지락을 넣어서 삶고, 바지락이 익으면 건져낸 뒤 삶은 바지락 육수를 칼국수 육수로 사용합니다.
4. 칼국수 면을 삶은 후 찬물에 헹궈 끈기를 제거합니다.
5. 별도의 팬에 참기름을 두르고 다진 마늘을 볶아 향을 낸 후, 바지락 육수를 넣고 끓입니다.
6. 끓는 육수에 국간장, 소금, 후추를 넣어 간을 맞추고, 삶은 칼국수 면을 넣어 끓여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/칼국수/main.jpeg
떡국,분식,"떡, 면","1. 소고기를 얇게 채 썰거나 작게 다진 후 국간장과 다진 마늘을 섞어 양념해주세요.
2. 대파의 흰 부분을 얇게 채 썰고, 떡을 씻어서 물기를 뺍니다.
3. 냄비에 물을 끓여서 양념한 소고기를 넣고 익힙니다. 소고기가 익으면 떡과 대파를 넣고 끓입니다.
4. 소고기와 떡이 익으면 소금과 후추로 간을 맞춰주세요.
5. 생략하지 않는 경우, 계란을 풀어서 끓는 국물 위에 쏟아 넣어 계란흰자가 익을 때까지 조금만 끓입니다.
6. 그릇에 담은 후 깨소금을 뿌리고 마무리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/떡국/main.jpeg
만둣국,분식,만두,"1. 물을 냄비에 끓여주세요.
2. 대파의 흰 부분을 얇게 채 썰고, 만두를 씻어서 물기를 뺍니다.
3. 끓는 물에 만두를 넣고 익혀주세요.
4. 다른 냄비나 팬에 참기름을 두르고 다진 마늘을 볶아 향을 낸 후, 국간장을 넣고 볶습니다.
5. 끓인 물에 볶은 마늘과 국간장을 넣고 간을 맞추고 소금, 후추로 더 맛을 조절합니다.
6. 만두가 익으면 떡국 그릇에 담은 후 생략하지 않는 경우, 계란을 풀어서 끓는 국물 위에 쏟아 넣어 계란흰자가 익을 때까지 조금만 끓입니다.
7. 그릇에 담은 후 대파를 얹고 마무리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/만둣국/main.jpeg
우동,일식,면,"1. 냄비에 물을 붓고 다시마, 멸치 등으로 육수를 내고 체로 걸러준다.
2. 별도의 그릇에서 간장, 설탕, 미림 등으로 양념장을 만든다.
3. 육수에 양념장을 넣고 중불에서 잘 섞어 끓인다.
4. 양파와 당근 등 원하는 야채를 썰어 넣고 함께 익힌다.
5. 따로 끓인 우동면을 그릇에 담고 육수와 야채를 부어준다.
6. 완성된 우동 위에 파와 기름진 참치를 올린다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/우동/main.jpeg
핫도그,분식,튀김,"1. 핫도그 소시지를 냉동 상태에서 꺼내고, 해동시켜주세요.
2. 식용유를 깊은 팬이나 소스팬에 데울 만큼 붓고, 중약불(175°C 정도)에서 예열해주세요.
3. 핫도그 소시지를 빵에 감싸고 끝 부분이 겹치도록 해서 빵이 붙을 수 있도록 합니다.
4. 핫도그를 식용유에 넣고 소시지가 황금 갈색이 될 때까지 약 4-5분 동안 튀기면 됩니다.
5. 핫도그를 튀겨낸 후 종이 타월에 올려 기름을 뺍니다.
6. 케첩, 머스타드, 마요네즈와 같은 소스를 뿌려 먹습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/핫도그/main.jpeg
찐만두,분식,만두,"냄비에 물을 끓여서 만두피를 넣고 2-3분 정도 삶아 부드럽게 만들고 찬물에 헹궈줍니다. 
만두 속재료를 다듬고 필요한 경우 볶아서 익힙니다.
만두피 한 장을 꺼내고 작업 공간에 펴서 물을 적당히 바릅니다.
만두피 위에 만두 속재료를 한 가운데에 놓고, 만두를 평평한 모양으로 접어서 봉지 모양을 만듭니다.
찐기 또는 찐통에 물을 끓여놓고 그 위에 만두를 올려주세요.
만두 찜기의 뚜껑을 덮고 만두를 15-20분 정도 쪄서 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/찐만두/main.jpeg
튀김만두,분식,만두,"1. 만두를 미리 꺼내서 해동시킵니다.
2. 밀가루, 물, 계란, 그리고 선택적으로 소금을 넣고 고루 섞어 튀김 반죽을 만듭니다.
3. 만두를 튀김반죽에 찍어서 잘 묻힙니다.
4. 식용유를 팬에 충분한 양을 붓고 중불에서 열을 예열합니다(175도 정도).
5. 만두를 넣을 때 주의하여 기름이 튀지 않도록 조심하면서 넣습니다.
6. 만두가 황금 갈색으로 튀겨질 때까지 약 3-5분 동안 튀깁니다.
7. 튀긴 만두를 종이 타월에 올려 기름을 뺍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/튀김만두/main.jpeg
